user,tweet,hashtag,location
NBraakmann,@erinhengel @DavidAJaeger Interesting idea. Would probably lead to even more game playing then now though. And difficult to prevent some sort of capture of the process by some institutions.,,"Newcastle Upon Tyne, England"
jeonsuphoria,@4ujinnie I agree,, she/ they • haj 
jeonsuphoria,@fckd_Trndsetter No boobs&gt;&gt;],, she/ they • haj 
Poakz44,@LinoFNBR mit wem,,Hannover city
jeonsuphoria,@elonmusk @djswivel @BTS_twt Bora twitter please 😍,, she/ they • haj 
Pontifex417,@Spatzendame Fies! Mega fies!!! https://t.co/38jRbt4U6e,,Hannover
darling_honey,@YunalesckaGames Final Fantasy X. I had to wait until I got my first real job to afford a PS2 with that game as my parents didn't want me waste money on gaming when I was a kid. once I had a job no one could stop me anymore. 😂,,"Hannover, Deutschland"
PugilistProdigy,@Gerashchenko_en Didn't they even have a nuclear bomb or have they managed to disable it?,,"Hannover, Germany"
Iceman2709,"@EchoGuild @StarforgePCs @Displate @CurseForge @secretlabchairs @elgato @ESNGameHealthy @Swisscom_Gaming @myientertain @erupt_lounge @ROCCAT Thanks boys for the Race.
EU &gt; NA. Echo don't care about the 1 day delay. 
Merry Christmas to the best Players in the World and of course to the whole echo team 😊",,"Hannover,Germany"
Pheg90mn3,"@AlexAlvarova ""That's only because the donkeys arse are missing. There are at least six more,"" the green team leader wrote J.K!, fleetingly. #WeChooseUs https://t.co/9eBUhY2MxR",['WeChooseUs'],www.linkedin.com/in/rcgraves
das_Menschy,@SchmidDorian Okay...,,Hannover
BakeUncle,@pajamas786 @elonmusk wha who!,,"Hannover, Deutschland"
jeonsuphoria,@agustDvics Take care of yourself 🫂 stay hydrated i gtg to sleep it's night for me TT,, she/ they • haj 
v_zilber,@McFaul Could you please explain. Thank you!,,"Hannover, Niedersachsen"
jeonsuphoria,@d1_zel My loml,, she/ they • haj 
jeonsuphoria,@d1_zel I love you,, she/ they • haj 
jeonsuphoria,@agustDvics I missed u today,, she/ they • haj 
jeonsuphoria,@agustDvics My header,, she/ they • haj 
BakeUncle,@elonmusk thats such a cheap shit @elonmusk 🤦🏽‍♂️ another perfect example that money can‘t buy class💆🏽‍♂️ why can‘t you be a decent classy rich guy? always on the fuck up side! sad shit!,,"Hannover, Deutschland"
jeonsuphoria,@d1_zel Baby,, she/ they • haj 
kwiggle_bike,Sound on for best result!,,"Hannover, Germany"
jeonsuphoria,@Stephan27506677 U too whenever u do,, she/ they • haj 
jeonsuphoria,11:11 good marks in AIATS tomorrow,, she/ they • haj 
jeonsuphoria,11:11 neet crack 2023,, she/ they • haj 
jeonsuphoria,11:11 ashkook,, she/ they • haj 
BakeUncle,@Jim_Jordan the number of seconds of you not passing a bill?,,"Hannover, Deutschland"
CoachKnapovic,@FendlerTweets Ain’t no way in a damn hell is it a Christmas movie.,,"Hannover, Germany"
jeonsuphoria,"Good night ,  i am so tired , need to wake up early sigh  take care everyone",, she/ they • haj 
kwiggle_bike,"How to fold the Kwiggle folding bike karate style!🙂

https://t.co/ey2vq4Av7A
#kwiggle #foldingbike #velopliant #おりたたぶ #Faltrad #madeingermany #design #innovation #bikelife #cycling #cyclinglife #Sustainability #Verkehrswende https://t.co/xw307dVMgZ","['kwiggle', 'foldingbike', 'velopliant', 'おりたたぶ', 'Faltrad', 'madeingermany', 'design', 'innovation', 'bikelife', 'cycling', 'cyclinglife', 'Sustainability', 'Verkehrswende']","Hannover, Germany"
MC_Floh,"@historydefined Albert #Einstein explains [Special] #Theory of #Relativity (resp. its addendum ""E = mc²"", 1905)

(Extended Colorized Version)
#energy #mass #light #speed #velocity https://t.co/h4I6fwXEBX","['Einstein', 'Theory', 'Relativity', 'energy', 'mass', 'light', 'speed', 'velocity']","Hannover, Germany"
jeonsuphoria,"@CHARM0FPJM @celinejeonzzz_ Sacchi she will be like i am horny  Salli meh kya karu fir  ,",, she/ they • haj 
ScreamRL,"@iKashh1 Actually craziest transformation of personality, remember you being toxic and having an ego, but as you started to work on that you had much success. Always super nice to talk to you, wanna meet You one day and I know you’re gonna schicke more",,"Hannover, Deutschland"
applefan81,Action #2pac https://t.co/AniDdqxRM5,['2pac'],Hannover
PugilistProdigy,@Lavi_Levstein @oryxspioenkop japanese company but nice try,,"Hannover, Germany"
CaptainAra84,@lucadett81 The judgement has already happened... https://t.co/soyZistrJc,,"Hannover, Deutschland"
FLLetsPlay,"@el_nico2294 @sportbible They have got at least 3 penalties that weren’t against the rules, one of them in the final. What else is it but giving them the trophy. They Film a Messi docu at the moment, it was clear as day who would win. And to clarify I hate France with passion.",,"Hannover, Deutschland"
GedigMoritz,@RupprechtDeino They must have found the wiki article on the area rule.,,Hannover
D4RKFL4M392,@IzzyWinterz Sure 😊,,"Garbsen, Deutschland"
KarstenLeipold3,No comment nessessary if we https://t.co/SQpMAomlf8,,
PugilistProdigy,@SlavaUkraininsk @oryxspioenkop DMG Mori is 75% 🇯🇵,,"Hannover, Germany"
applefan81,@IddKing Welcome,,Hannover
MilenaSchonke,Now out in FASEB Journal: https://t.co/pqIkE7KyM7 https://t.co/2etCb8wLL7,,
applefan81,Droppin 😎 https://t.co/UE4omhADJB,,Hannover
BenFM414,@BeerlySports Justice: Genesis,,Hanover
ScreamRL,"@Rexo_RL Really funny dude, really good player but pls get some real teammates. Weeb but a cool one yk",,"Hannover, Deutschland"
JonasL1896,@1954x1887 Wout van Aert,,"Hannover, Deutschland"
seahawk_82,@a_nnaschneider Only in Germany🤦‍♂️,,Hannover
wolferic12,@Sebfcb14 Schade ☹️,,"Hannover, Deutschland"
sombrastudios,"@reactive_dude I'd miss python a lot. I prefer it a dozen times over js/ts, but I'd almost lock myself out of webdev.

Typescript it is :/

and rust, that one feel easy",,"Hannover, Deutschland"
jeonsuphoria,@eleanor_aadi Second the first i did as a 12 th grader,, she/ they • haj 
jeonsuphoria,@lesjoonjk It's not easy,, she/ they • haj 
jeonsuphoria,@eleanor_aadi Cries,, she/ they • haj 
nummer1_eth,@osf_nft @TABZ_NFT Give me the 1:1 🥶🥶🥶,,"Hannover, Deutschland"
jeonsuphoria,@dreamygguk7 My Andrea,, she/ they • haj 
vocalnerd,@LexiAlex I do! Moser Roth is just another level of Preisleistungsverhältnis imho (yeah we have a word that means bang for your buck and I love it),,"Hanover, Lower Saxony"
GedigMoritz,"@CafeDeCombate @ThomasSowell That is not entirely true, as many investments in the people do not pay. There is a limit, even to well organized spending.
Even direct spending on children and parent education often has little long term effect.
In the end administrative details matter.",,Hannover
v4mpkidz,all men hold their phone when taking a mirror pic the same way I can’t take this,,"Hanover, Lower Saxony"
jeonsuphoria,@CHARM0FPJM I already love you,, she/ they • haj 
jeonsuphoria,@CHARM0FPJM Babyy,, she/ they • haj 
jeonsuphoria,@dreamygguk7 ANDREAA,, she/ they • haj 
jeonsuphoria,@eleanor_aadi Thank you,, she/ they • haj 
vocalnerd,"@LexiAlex I'm following this thread as an interested party from Germany, so the only comparison I'm lacking is whatever Americans claim to be chocolate. Doesn't seem like I'm missing much!",,"Hanover, Lower Saxony"
vocalnerd,"@LexiAlex Man Moser Roth is so good. I always feel kind of guilty buying it... If something is this delicious yet so cheap, there must be something off, right? (Knowing it's Lidl, there probably is too)",,"Hanover, Lower Saxony"
GedigMoritz,"@ThomasSowell Because the assumption makes sense given that the money is wisely spend.
It doesn't matter who spends the money, what matters is how and on what it is spend!
The libertarian ideology of ""less government"" is just as dumb as the belief that just putting money in a cause will work.",,Hannover
jeonsuphoria,@msrightiee Best,, she/ they • haj 
jeonsuphoria,@0T7_amiii Do you want me too,, she/ they • haj 
BboyRama93,@ainunnajib 1. Indonesia 2. Indian 3. Japanese and then the rest of Asia and lastly the europeans. Who invented this list? SMH,,"Hannover, Germany"
rockdaspotagent,"Quote from the Holy Quran, Al-Israa 17:14 #muslimpro https://t.co/lixhMHiEuF https://t.co/lnB5gEefX9",['muslimpro'],"Hanover, Lower Saxony"
seahawk_82,Father &amp; Son https://t.co/Aa9ca8aTu4,,Hannover
BboyRama93,Thirsty and so many choices 🥵😮‍💨 https://t.co/YGlYL1LHRt,,"Hannover, Germany"
jeonsuphoria,Boobs,, she/ they • haj 
jeonsuphoria,@bangdeeznutz I agree,, she/ they • haj 
hamza_t9,"@Dorynemowali @RehamKhan1 @MirzaBilal__ Mazay to saare iske hain, hum to bs is dunia me sabr krne aye hain😂",,"Hannover, Germany"
jeonsuphoria,Women&gt;&gt;&gt;&gt;,, she/ they • haj 
chillarius,@leahculver Very informative. Cool feature.,,"Hanover, Lower Saxony"
CaptainAra84,"And all four are under retail ... follow me for financial advice, people!",,"Hannover, Deutschland"
Inulein,@Appathic Your expression 🤌,,Hannover
PhilipLeButt,Mood. https://t.co/3EhKvmILGY,,Hannover
CaptainAra84,@alibromi @VeVeViral @marionberisha14 People grew up with different things :-),,"Hannover, Deutschland"
CaptainAra84,@alibromi @VeVeViral @marionberisha14 That I totally agree with :-),,"Hannover, Deutschland"
jeonsuphoria,I miss jin so much i will CRYYYYYY,, she/ they • haj 
CaptainAra84,"Whoops, I might have gone a little crazy on this drop 😅 
Me before the drop: ""Just one... for the experience!""
Yeah right!🤦‍♂️You lied to me, you big, dumb bird with a fake captain title!

Well, at least I got four different stamps 😂 Maybe one more for the SR? 😅 #veve https://t.co/3afPu38osA",['veve'],"Hannover, Deutschland"
ScreamRL,"@Calzafy Funny person, good player back then. Miss the @ chains under someone posting their mmr",,"Hannover, Deutschland"
ScreamRL,"@Speed_RL What a player u were back then and a funny personality aswell, spoken to you twice or something like that but you are a funny person. Also never grow your hair out, you look like a porn star from the 80‘s",,"Hannover, Deutschland"
jeonsuphoria,JUNGKOOK JUNGKOOK JUNGKOOK WHERE IS JUNGKOOK,, she/ they • haj 
Nicky19469444,"@PPPPatriotsPuz1 Fake, hier das Original 😉 https://t.co/HnB1GJYbK3",,"Hannover, Deutschland"
jeonsuphoria,@jimin_liker I went out some boys were giving  me disgusting stares that all,, she/ they • haj 
jeonsuphoria,@FAlRYSJK Mom  sorry,, she/ they • haj 
jeonsuphoria,@hobisgallery_3 @msrightiee In your dreams yes,, she/ they • haj 
sobieski902,@leahculver Thats when work made most fun (and impact)!,,Hannover
jeonsuphoria,Tear tiger for the win,, she/ they • haj 
jeonsuphoria,@hobisgallery_3 @msrightiee Team tiger for win,, she/ they • haj 
sobieski902,"@DivesTech ""Ted Striker moments"" 😅😂🤣 love that one",,Hannover
CaptainAra84,@marionberisha14 @Marc__Robertson @alibromi Definetely. DBZ is the biggest Manga in the world. It's a huge IP.,,"Hannover, Deutschland"
CaptainAra84,"@Marc__Robertson @alibromi @marionberisha14 That's the point: In your eyes. And in many others, too, of course. But there are also tons of people who don't care about DBZ at all :-) That DBZ is huge is a fact. That it's bigger than Pokemon is not. That part is subjective :-) That's all I'm saying.",,"Hannover, Deutschland"
danieltanner,@davidyelland And she was mocked for going to the Opera!,,"Hanover, Lower Saxony"
wool_expansion,@TheDeadDistrict Cover art,,"Hanover, Lower Saxony"
smngrtzn,"@darthvader42 Sounds great, thanks for sharing",,"Hannover, Deutschland"
sobieski902,"@SimonDunmore @nilerodgers Remember you spinnin' this in a London basement some years ago (some videos appeared at facebook). Loved it instantly! Would be great to have set in this direction, again",,Hannover
ScreamRL,"@BackupTepra Weird to play against, and you grew up quick and are more mature for your age ngl. Prob chill to talk aswell",,"Hannover, Deutschland"
ScreamRL,@MenzuuRL Never really talked to you,,"Hannover, Deutschland"
Oliviak,@18fessss thank you for the followback!,,"Hanover, Lower Saxony"
CaptainAra84,"@alibromi @marionberisha14 You're totally biased 😁 But that's okay. Let's not argue about this anymore. I hope we'll get DBZ on VeVe and I'm convinced that it's gonna do well, really well :-)",,"Hannover, Deutschland"
ScreamRL,@KiriToXRL Never talked to you :(,,"Hannover, Deutschland"
hedyundolaf,@Silvia78795805 Prost Silvia 🥂🍻🤩😍🤣🤣,,"Mitte, Hannover"
ScreamRL,"@TahzRL One of the nicest guys I’ve talked too, feel bad for you what happened but you only got stronger",,"Hannover, Deutschland"
Oliviak,@18fessss @lapor18fesss done,,"Hanover, Lower Saxony"
sobieski902,"@Glitterbox Hannover, germany would be cool, again 🕺💃💜",,Hannover
sobieski902,@farzyness @elonmusk Great idea. Plain text is communication with least amount of information,,Hannover
HustlerMihai,@lukebelmar Romania,,"Hanover, Lower Saxony"
wool_expansion,@POTUS go Joe! destroy the fascist garbage dump called ruSSia 🔥🔥🔥,,"Hanover, Lower Saxony"
Kl3inerFuchs,@CynthiaFeline hey that's stupid,,"Hannover, Deutschland"
Poakz44,@Qseng64 Slovay und pirozz,,Hannover city
BukhariRiki,Germany over Indonesia? Now I really have seen everything. https://t.co/RH5Un69Aux,,"Hanover, Germany"
Poakz44,@Qseng64 Slovay und typo,,Hannover city
sobieski902,@elonmusk @shethssahil1 @TheSonOfWalkley @Twitter Always great when the CEO of a company uses company's product/s and is willing to improve it 💜,,Hannover
janniswiese,@prsguitars This is a fantastic look behind the scenes!,,"Hanover, Lower Saxony"
jeonsuphoria,@celinejeonzzz_ I  am seeing this from months,, she/ they • haj 
bjoernbeier,Get rich or die trying (oder so) https://t.co/e1p84LxnUK,,Hannover
sobieski902,Can confirm that. Its way less stressful when using NoA on german Autobahn. Don't want to miss it anymore https://t.co/jxandV8fbd,,Hannover
_powersports,"@WorldRugby @IMART_worldcup This is Rugby. This is, how the world should be! ❤",,Hannover
CaptainAra84,@alibromi @marionberisha14 I will :-) But what are you basing this on other than personal excitement? The numbers that are publicly available say something different. Just curious :-),,"Hannover, Deutschland"
ArndtVogel,"🔥Metastatic CRC treatment response evaluation by ultra-deep sequencing of cfDNA
https://t.co/X3bkes4niE
✅CAIRO5, WBC-informed serial liquid biopsies
👉WBC NGS -&gt; CHIP in 40%
👉Tumor NGS -&gt; no additional benefit
👉Identification of responders &amp; mechanisms of resistance
@myESMO https://t.co/OZJNlwRlaq",,Hannover
CaptainAra84,@shrumpalump I have a habit to exchange mild insults with @OMI__Homie between 1 AM and 3 AM. It's a tradition.,,"Hannover, Deutschland"
ZarahTsukino,"@rahawol I would say american barbeque is really popular? As for german cuisine, as a german i wonder what is that supposed to be? XD Bratwurst? I guess our stew can be okay",,"Hannover, Deutschland"
D4RKFL4M392,@faecuddlebug Have a wonderful Christmas 😊,,"Garbsen, Deutschland"
CaptainAra84,@alibromi @marionberisha14 I doubt that :-) Pokemon is way bigger than DBZ (which is of course also one of the biggest brands in the world) in terms of brand awareness and value. You're biased because it's your favourite :-),,"Hannover, Deutschland"
CaptainAra84,"@mc_hab @veve_official @Disney It's me, Captain Ara! You friendly neighbourhood bird. https://t.co/OGc5gkOMsn",,"Hannover, Deutschland"
seahawk_82,@xyyBerlin Last Boys Scouts,,Hannover
jeonsuphoria,@cherry_coffee69   you  telling me a red flag when you don't even follow bts and still participates in Arsds for what payola ?  Clout ?? Bro,, she/ they • haj 
KianaNeumann,@4vorvier ich dich. look at you!!!🤍,,"Hannover, Deutschland"
jeonsuphoria,@mlfkoo Wife material,, she/ they • haj 
ArndtVogel,"🔥Interventional gastroenterology in oncology
🤔Do you have any doubts about the importance of endoscopy in GI oncology?
😅... then this extensive review is a must read...
@CAonline 
https://t.co/eL9dGc6fnq
✅early detection, diagnosis &amp; management
@myESMO @EASLedu @OncoAlert https://t.co/S4Fo1VE0UE",,Hannover
